,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
684,Data Scientist,"$74K-$125K
(Glassdoor Est.)","Criterion Systems seeks a Data Scientist to support our McLean, VA customer. Responsibilities include working directly with the Customer and other stakeholders to establish working data sets, configurations, and profiles to support metrics analysis. In addition,you will also be responsible for design and implementation of advanced design configurations for complex datasets. As part of your task, you will compile data analysis and reporting needs using deployed tools, and collaborate closely with the Customer and other stakeholders to stay current/abreast of changes with current enterprise metadata collection tools.

Demonstrated experience using the scripting language, Python.
Demonstrated experience with analytic methods and methodological tools in one or more of the following areas: applied mathematics, probability and statistics, and data modeling.
Demonstrated experience using Microsoft Excel for data manipulation, using formulas, look ups, pivot tables.
Demonstrated experience with SQL in Oracle.
Demonstrated experience translating complex, technical findings into a narrative (i.e. tell a story with the data in graphical, verbal, or written form).
Demonstrated experience working with diverse data types.
Demonstrated experience with version control systems, such as GitHub.
Demonstrated knowledge or experience with data science techniques or formal data science training.
Must have an active TS/ISSA clearance walking in the door - No Exceptions.
US Citizenship required.

Demonstrated experience with developing data visualizations.
Demonstrated experience with creative problem solving skills to address procedural and administrative issues within the assigned problem set.
Demonstrated experience with web analytics processing and procedures.
Demonstrated familiarity with Amazon Web Services infrastructure and its native data science capabilities.
Criterion Systems, Inc. is committed to equal employment opportunity and non-discrimination at all levels of our organization. We believe in treating all applicants and employees fairly and make employment decisions without regard to any individual’s protected status: race, ethnicity, color, national origin, ancestry, religion, creed, sex/gender, gender identify/gender expression, sexual orientation, physical and mental disability, marital/parental status, pregnancy (including childbirth, lactation, and related medical conditions), age, genetic information (including characteristics and testing), military and veteran status, or any other characteristic protected by law. For our complete EEO/AA and Pay Transparency statement, please visit https://careers-criterion-sys.icims.com/.",3.8,"Criterion Systems, Inc.
3.8","Vienna, VA","Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$100 to $500 million (CAD),-1
685,Data Scientist,-1,"Job Description
A leader in the power sports industry is seeking an experienced Data Scientist for a 6+ months contract assignment in Plymouth.

POSITION SUMMARY:
The Data Science team works with business leaders across the enterprise to drive optimized strategy using data. The Data Scientist is responsible for creating recommendations for complex business decisions using predictive analytics. In addition to advanced analytics skills, this role is also proficient at integrating and preparing large, varied datasets, designing and implementing production algorithm scoring, and communicating results. You are primarily a data scientist but are passionate about developing advanced end-to-end analytics and technology solutions that drive value for the business.

RESPONSIBILITIES:
Develop analytical approaches to strategic business decisions
Extract, cleanse, and combine data from multiple sources and systems
Perform exploratory and targeted analyses, with a wide variety of statistical methods including: cluster, regression, decision tree/random forest, time series, neural network and others
Collaborate cross-functionally to arrive at actionable insights
Synthesize analytic results with business input to drive measurable change
Effectively communicate technical analyses and results to business management
Develop and continually improve multi-source data architecture and analytics procedures, systems, workflows
Contribute to the development of end-to-end data driven solutions
Integrate and productionalize model results into both cloud and edge compute hardware platforms
QUALIFICATIONS:
Masters degree in Applied Statistics/Mathematics, Data or Computer Science, or work experience equivalent
2+ years of work experience in a predictive analytics-focused role
Strong knowledge of statistical methods and predictive/analytical modeling techniques and practices
Experience with data preparation, rationalization, and processing in a cloud environment
Highly proficient with one or more data mining/predictive modeling tools: SQL, R, Python
Highly proficient with one or more data visualization tools: Tableau, Power BI
Practical understanding of mechanical systems and diverse hardware integration methods both a plus

Company Description
Corps Team is a national leader in strategic workforce solutions for highly skilled, hard-to-find talent. Through our three specialized divisions (Corps Search, Mom Corps, Corps Advisory), we are able to help firms achieve higher returns on their talent investments.

We offer access to highly experienced professionals in accounting/finance, analytics, business services, human resources, information technology, legal, marketing, project management, strategy and other specialized disciplines.",-1,Corps Team Services,"Plymouth, MN","Seaford, DE",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
686,Principal Data Scientist / Sr. Principal Data Scientist,"$150K-$237K
(Glassdoor Est.)","At Northrop Grumman we develop cutting-edge technology that preserves freedom and advances human discovery. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We continue to innovate with developments from launching the first commercial flight to space, to discovering the early beginnings of the universe. Our employees are not only part of history, they're making history.

The Engineering & Sciences (E&S) organization pushes the boundaries of innovation, redefines engineering capabilities, and drives advances in various sciences. Our team is chartered with providing the skills, innovative technologies to develop, design, produce and sustain optimized product lines across the sector while providing a decisive advantage to the warfighter. Come be a part of our mission!

Come join a team of highly skilled engineers who have a great collaborative spirit towards a common goal. Though the program has been in operations for over 16 years, we recently won a new contract that extends the program for an additional 10 years. We are in the middle of re-architecting the whole system and adding new tools and paradigms that will make the system more efficient and improve capacity. The team is currently completely revamping the architecture and bringing it up to date utilizing modern constructs and tools. You will work closely with our customers and their contractor team to lead an ongoing effort to optimize complex cyber systems. Daily you will face complex technical problems involving telecommunications, network engineering, and large data sets requiring strong statistical and data visualization skills. Solving complex technical problems, including the ability to conduct independent research and develop prototype analytical algorithms is needed. You will be analyzing performance of modern internet applications such as streaming video, VoIP or other internet transmission protocols and providing recommendations for system performance improvements. You will utilize your verbal and written skills to communicate to fellow team members and our customer. New areas of interest include Model Based System Engineering, Machine Learning and Artificial Intelligence.

A current active DoD Top Secret/SCI Clearance with the ability to obtain and maintain a Single Scope Polygraph is required. Applicants without a Single Scope Polygraph Clearance may be considered with the understanding that employment will not begin until a Single Scope Polygraph Clearance is obtained.

We are seeking a Principal or Sr. Principal Data Scientist to join our team in San Jose, CA.

This requisition may be filled at a higher grade based on qualifications listed below

#LI-M-105

Qualifications:

Basic Qualifications for a Principal Data Scientist:
Bachelor's Degree with a STEM discipline (Science, Technology, Engineering, or Math) with 5 years of relevant work experience, or Master's Degree with 3 years of relevant work experience, or a PhD with 0 years relevant work experience.
Relevant work experience in software test or development using Python, Java, or C/C++
Familiarity with Linux development environment
A current active DoD Top Secret/SCI Clearance with the ability to obtain and maintain a Single Scope Polygraph by start date.
Basic Qualifications for a Sr. Principal Data Scientist:
Bachelor's Degree with a STEM discipline (Science, Technology, Engineering, or Math) with 9 years of relevant work experience, or Master's Degree with 7 years of relevant work experience, or a PhD with 4 years relevant work experience.
Relevant work experience in software test or development using Python, Java, or C/C++
Familiarity with Linux development environment
A current active DoD Top Secret/SCI Clearance with the ability to obtain and maintain a Single Scope Polygraph by start date.
Preferred Qualifications
Experience developing software solutions on the Unix OS platform.
Experience working with Big Data.
Experience developing and executing test plans.
Graduate Degree in Electrical Engineering, Computer Science, Physics, Mathematics.
Knowledge of Machine Learning/Artificial Intelligence.
Background in a telecommunications and/or network management.
Experience with software and hardware interface development.
Experience with system software development/configuration/ management.
Software integration experience.
Understanding network performance profiling and optimization.
Experience developing software solutions on the Unix OS platform.
Experience utilizing Data analytics tools.
Experience working with Big Data.
Understanding of IP protocols
What We Can Offer You:

Northrop Grumman provides a comprehensive benefits package and a work environment that encourages your growth and supports the mutual success of our people and our company. Northrop Grumman benefits give you the flexibility and control to choose the benefits that make the most sense for you and your family. Your benefits will include the following:

Health Plan

Savings Plan

Paid Time Off

Education Assistance

Training and Development

Flexible Work Arrangements

https://benefits.northropgrumman.com/us/en2/BenefitsOverview/Pages/default.aspx

Additional Northrop Grumman Information:

Northrop Grumman has approximately 85,000 employees in all 50 states and in more than 25 countries, we strive to attract and retain the best employees by providing an inclusive work environment wherein employees are receptive to diverse ideas, perspectives and talents to help solve our toughest customer challenges: to develop and maintain some of the most technically sophisticated products, programs and services in the world.

Our Values. The women and men of Northrop Grumman Corporation are guided by Our Values. They describe our company as we want it to be. We want our decisions and actions to demonstrate these Values. We believe that putting Our Values into practice creates long-term benefits for shareholders, customers, employees, suppliers, and the communities we serve.

Our Responsibility. At Northrop Grumman, we are committed to maintaining the highest of ethical standards, embracing diversity and inclusion, protecting the environment, and striving to be an ideal corporate citizen in the community and in the world.",3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defence,Aerospace & Defence,$10+ billion (CAD),-1
687,Data Scientist,-1,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.
Job Description:
Novetta is currently seeking an experienced TS SCI Data Scientists to fill an immediate opening located in Fort Belvoir, VA. The selected candidate should have extensive experience in a relative field such as quantitative methods, statistics, or analytic methodologies.
Basic Qualifications:
Automation: Experience automating data movement from point of ingest to serve the application vice manual load across the entire data pipeline.
Security: Require PKI level access to the application, and force filtering of available data based upon user PKIs.
Scaling: Experience scaling applications and databases in a containerized format.
Discovery: The selected candidate should be able to take-in data and provide holistic picture of the identity and relationships of each service member within the database.
Conditioning: Candidate should be able to use automated processes, and join datasets in a coherent manner.
Desired Skills:
Streaming device metadata understanding: understand how to log and capture streaming device metadata
Modeling familiarity: ability to understand how to optimize datasets for use in computational models.
Network & Transport understanding: Should have an awareness of network architecture and ensuring low-latency database hookups and calls.
Graph Indexing: ability to develop logical connections between disparate data via indexing in an efficient manner, and building/understanding graph algorithms to maximize value of retained data.
AWS familiarity: ability to use and manage AWS instances as well as coding lambda functions (etc) to minimize expenditure while maximizing throughput.
Security Clearance:
Active TS/SCI security clearance required.
Novetta, from complexity to clarity.
Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.
Our culture is shaped by a commitment to our core values:
Integrity
We hold ourselves accountable to the highest standards of integrity and ethics.
Customer Success
We strive daily to exceed expectations and achieve customer mission success.
Employee Focus
We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.
Innovation
We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.
Excellence in Execution
We take pride in flawless execution as we build a company that is best in class.
Earn a REFERRAL BONUS for the qualified people you know.
For more details, or to submit a referral:

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",-1,Berico Technologies,"Fort Belvoir, VA",-1,-1,-1,-1,-1,-1,-1,-1
688,Data Scientist,-1,"Job Description
Ascendum Solutions is looking for a Data Scientist , who can do data science and data engineering and data analytics (need to be an expert on at least one topic and familiar with all). Flexibility is important to this role as our work is dynamic. Tools such as Python (including Pandas, NumPy and Scikit-learn) and Tensorflow will be heavily leveraged. Deep learning will be applied to images and videos (Convolutional Neural Networks) and potentially to longitudinal data (Recurrent Neural Networks).

Required Skills:

· Candidate must have worked with Python for: ETL/ELT, data science, machine learning, nlu\nlp projects

o Example of python libraries: pandas, nltk, textblob, scikit, spacy, flask, numpy, scipy, tensorflow, keras, genism, scrapy, selenium etc.

· Worked with big data technologies: Data Lake, Azure, DW, Hive, Vertica, MongoDB, ElasticSearch, Impala, Spark, HDFS, Redshift

At least 2 of the following:

· Has experience working as part of a data analytics project (SQL, T-SQL, PL/SQL, ETL\ELT)

· Worked with reporting tools (Tableau, PowerBI) to visualize the data

· Prepare data architecture/ data modeling – SQL and NoSQL, big data

· Experience with ML: nlu, nlp, clustering, linear regression, NN (rnn, ann, cnn et.), tuning training set, tuning existing model
Company Description
About Ascendum:

We are a global IT services company leveraging technology to solve business problems. Our clients include small, medium, and large firms with small, medium, and large problems. Ascendum's approach is built on the success of using the right combination of strategy, people, processes, technology, and infrastructure for each client situation, to meet specific business needs/challenges and deliver expected results.

High levels of technical expertise, commitment to exceeding customer expectations, a dedicated and highly motivated global workforce, coupled with a seamless onsite/offshore delivery model and a state-of-the-art worldwide infrastructure, gives us the competitive edge to provide comprehensive, end-to-end IT solutions to our diverse clientele.

Headquartered in the heartland of America (Cincinnati, OH) Ascendum has delivery, sales, and support offices worldwide including its offshore development center in Bangalore, and a BPO Center in Ahmedabad, India.

We welcome inquiries from applicants only (We will not accept third parties or agencies for this opportunity). Candidates must be authorized to work permanently in the United States. Due to the volume of resumes that we receive, only those candidates selected for review will be contacted. Ascendum is an equal opportunity employer.",3.3,"Ascendum Solutions
3.3","Cincinnati, OH","Blue Ash, OH",1001 to 5000 employees,2006,Company - Private,IT Services,Information Technology,$100 to $500 million (CAD),-1
689,Data Scientist,"$75K-$127K
(Glassdoor Est.)","Job Description
Data Scientist

Saggezza is a proven technology and consulting partner that delivers personalized, high-value solutions to accelerate business growth. We consult, create experiences, analyze, modernize and digitize to help our clients adapt and transform the way they do business. Saggezza consultants work as part of a global team, and throughout their tenure, have the opportunity to work on a variety of different projects across various clients and industries. We are chartered to do one thing, and one thing only – to bring enabling technology to our clients that allows them to move their business forward.

The Role

The Data scientist role requires skills combining the expertise in advanced analytics, marketing, sales and strategy, empowered with big data and technology, to develop practical insights and actionable recommendations.

What You Will Definitely Need
BA degree in a closely related field with data analysis orientation. Analytical background with a creative approach to problem solving
4+ years’ experience with Python worked in building analytical solutions using Statistical, Machine Learning, Deep Learning etc. Proficiency with 3rd-party data visualization tools (Tableau, Power BI, etc.)
Good working experience in Data Analysis, Data Wrangling, Data Cleaning and Data Transformation.
Excellent working experience of machine learning on technology stacks such as Python, NumPy, SciPy, Scikit-Learn, Apache Spark and R using libraries such as e1071 and Caret
Excellent fluency in data manipulation tasks using frameworks. such as pandas, plyr, Spark
Good understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Random Forest etc.
Knowledge of some common data science toolkits, such as Weka, NumPy, MATLAB, etc.
Broad business perspective with the ability to articulate meaningful ROI and financial impacts.
Worked on projects in the Retail, Banking & Finance and Insurance Industries.
Working from Chicago office and requires visits to customer location if needed.
What We Would Love to See
Consultative application of analytic solutions to solve business issues
Able to engage in a consultative manner across multiple levels (c-suite to end user) with a strong executive presence, demonstrating strong
Demonstrated leadership, communication and interpersonal skills: the ability to manage and mentor functional experts and lead cross- functional teams
Don’t tick all the boxes? Don’t worry about it: we still want to hear from you if you think you’re the right person for the job.

What Makes Saggezza Unique?

Strong Relationships: We take the time to know our clients well, from the way they do business to their culture and their unique pain points. This level of engagement enables us to develop highly effective solutions.

Clients First: We work to understand our clients then develop a unique point of view to address their pain points. We do whatever it takes to provide the right solutions to address their specific situation.

A Trusted Partner: We collaborate as a true strategic partner and work side-by-side to develop the best solutions to bring our clients’ businesses into the future.

Passionate Mindset: We have an unending passion for technology and teamwork. We develop highly effective solutions to help our clients tackle the complex digital landscape.

Creating Value: The right investment in digital change is critical for our clients. That’s why we develop personalized, highly effective solutions that deliver value for their businesses.

Delivery Excellence: Our proven processes provide high-quality solutions that are delivered on time.

Why Join Our Team
Our culture is diverse with endless opportunities to work for global corporations in their own backyard.
Our nurturing and supportive environment fosters collaboration across the entire organization.
We are not hierarchical but operate as a flat surface where every opinion matters, ideas are cultivated and innovation is encouraged.
At Saggezza, we are fortunate to have a strong mentorship program that provides each and every one of our consultants the ability to thrive professionally and personally.
We are only as good as our people. Saggezza, Italian for wisdom, is rooted from the perspective that knowledge is power. We create thought-leaders who are constantly exposed and trained in different technologies in the ever-evolving world of software development.
We welcome all types of innovators with an entrepreneurial spirit to grow with our team.
*Saggezza is unable to provide visa sponsorship at this time. Please ensure all applicants have full authorization to work in the United States.

Saggezza is an Equal Employment Opportunity Employer: We believe in treating each employee and applicant for employment fairly and with dignity. We base our employment decisions on merit, experience, and potential, without regard to race, color, national origin, sex, sexual orientation, gender identity, marital status, age, religion, disability, veteran status, or any other characteristic prohibited by federal, state or local law.

Powered by JazzHR",2.6,"Saggezza
2.6","Chicago, IL","Chicago, IL",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
690,Lead Data Scientist – Network Analysis and Control,"$111K-$178K
(Glassdoor Est.)","Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

The Lead Data Scientist must have an entrepreneurial spirit, a willingness to take risks, and a desire to advance the state of the art in networking. This position will require direct application of data science principals, experience with complex communication networks, and an understanding of network-focused data analytics and automation. If this sounds like you, and you have five plus years of professional experience in this area, then put it to work in this senior technical leadership position by joining us in MITRE’s Infrastructure and Networking Technical Center.

Key Functions:
Develop data analytics approaches to predict network behaviors or detect behavioral anomalies in the environment
Design data analytic systems to support network automation and network security initiatives and projects for multiple government agencies and sponsors
Offer technical leadership in the area of data science to government sponsors and internally within the department
Work in cross-discipline teams serving as the subject matter expert in the area of data analytics and data science
Lead innovation and research activities including internal R&D efforts
Serve as a subject matter expert and trusted advisor to government sponsors
Minimum Qualifications:
BS and 8 years related experience
Applicants selected for this position will be subject to a government security investigation and must meet eligibility requirements for access to classified information or applicants who are eligible for security clearances
Possess an active Secret level security clearance
Required Qualifications:
BS in Computer Science, Mathematics, or a similar field with at least five years of experience in relevant positions
Hands-on software development skills (Python, Scala, Java)
Experience working with Big Data tools (e.g. Spark, Hadoop, Elasticsearch, Kafka)
Prior experience working with databases (e.g., PostgreSQL, Oracle, MySQL, MongoDB, Neo4j)
Experience conducting original research using data science techniques, including machine learning, statistical modeling, and data visualization
Working knowledge of data science workflow from data wrangling and cleaning to exploratory analysis all the way through to reporting and visualization
Working knowledge of various machine learning paradigms (deep learning, reinforcement learning, neural networks, etc.) with an understanding of mathematical underpinnings of various models
Experience performing data analytics in cloud environments, particularly AWS
Understanding of traditional IP networking (including architecture, protocol design and analysis)
Demonstrated ability to take risk and achieve significant work program or organizational outcomes
Excellent written and verbal communications skills
Ability to obtain and maintain a Top-Secret and above level security clearance
Preferred Qualifications:
Advanced degree in Computer Science, Mathematics, or related field, with a focus on machine learning
Experience developing prototype data science applications and deploying at-scale against Big Data
Familiarity with programmable control plane (e.g. SDN) and data plane technologies (e.g. P4)
Exposure to operational technology (OT) networks and relevant protocols commonly leveraged in these environments (e.g. DNP3, MODBUS)
Understanding of the applicability of machine learning models to network and distributed systems
Proven track record of proposing and leading R&D initiatives and successfully transitioning to operational environment
MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.3,"MITRE
3.3","Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Non-profit Organisation,Government Agencies,Government,$2 to $5 billion (CAD),"Battelle, General Atomics, SAIC"
691,Data Scientist,-1,"DATA SCIENTIST REMOTE working with occasional travel to Washington,DC can be considered for the right candidate. Duration 24 Months Position Summary Client is looking for a seasoned Data Scientist to leverage existing data to develop execute predictive models and advanced analytics to help solve complex business problems. The data scientist will use advanced techniques that integrate traditional and non-traditional data sets to enable analytical solutions. This person will also apply predictive analytics, machine learning, and optimization techniques to generate management insights and optimize business functions. MUST HAVE SKILLS 3 + years with lsquoRrsquo Depth of knowledge in statistics Hands-on experience building a range of predictive models using artificial intelligence and machine learning. Responsibilities Utilize advanced statistical techniques to create high performing predictive models and creative analyses to address business objectives and client needs. Tests new statistical analysis methods, software and data sources for continual improvement of quantitative solutions. Work with Business SMEs to create models which predict the outcome of key business processes Lead and contribute to data analysis and modeling projects from project or prototype design Gathering and analyzing data, identifying key predictionclassification problems, devising solutions and building prototypes. Follow industry trends in related data analytics processes and businesses. Develop high-performance algorithms for predictive analytics. Testing and implementing these algorithms in scalable, product-ready code. Qualifications Post graduate or PhD with at least 2+ years of data science expertise preferred Advanced applied statistics skills, such as distributions, statistical testing, regression, etc. Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc. Strong algorithmic problem solving and software development skills (R, Python, or similar) Demonstrated capability to develop proof-of-concept prototypes for experimenting with novel algorithms Demonstrated experience and accomplishments in the use of data mining, machine learning, and predictive analytics to address real-life problems. Past experience in analyzing large scale data and distributed algorithms Excellent analytical, communication (both verbal and written), interpersonal, and organizational skills. Must be able to communicate effectively and clearly present technical approaches and findings.",3.2,"Kollasoft Inc.
3.2",United States,"Scottsdale, AZ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (CAD),-1
692,Senior Data Scientist,"$82K-$134K
(Glassdoor Est.)","As a leading mobile games developer, Jam City is looking to “level up” our talent. We’re on the hunt for innovators who consider themselves dynamic, collaborative, and thrive in a fast-paced environment.

PERKS & BENEFITS
Unlimited Vacation, Paid Sick Days & Holidays
100% Employee Covered Medical, Dental, Vision Plan Base Plan
Life Insurance, 401k, Flexible Spending Accounts, Commuter Benefits & More
Catered Lunches & Well-stocked Kitchens
Yoga & Wellness Activities
Happy Hours
Company Events
Dog Friendly

Jam City is looking for passionate, engaged and data driven individuals to join our growing Data Science team. We are searching for Data Scientists ready to work across our portfolio of games and be involved in every part of the process of delivering fun to millions of users worldwide. Working with our state of the art data infrastructure and diverse team you will see your contributions influence every aspect of our games, from marketing to production and even gameplay. As part of a data driven gaming and entertainment company you’ll be well placed to see your models and analysis shape the future of the company.

Our ideal candidate has experience working with large scale data sets and driving projects from conception to completion. Additionally they are able to take models or analysis one step farther and use data to tell stories and create understanding both within the analytics team and across the entire company. If doing a deep dive into the latest cutting edge literature on neural networks or probabilistic programming in the morning and working with game designers or engineers to turn findings into product in the afternoon sounds fun then you’ll fit right in at Jam City.
RESPONSIBILITIES:
Use your knowledge of data cleaning, statistical analysis and visualization to turn numbers into results that make Jam City’s games better.
Collaborate with stakeholders ranging from marketers to product managers and artists to make sure that data informs decisions at all levels of Jam City.
Work on a mixture of short term tactical analysis that deals with immediate needs and long term strategic projects that drive major change within the company.
Create data visualizations and analysis pipelines that turn complicated problems into simple solutions for stakeholders.
Experiment with cutting edge techniques to help drive the next generation of analytics at Jam City.
QUALIFICATIONS:
An advanced or postgraduate degree in a quantitative field.
The ability to use SQL or a scripting language such as Python or Scala to generate, clean and explore complex datasets.
A demonstrated track record of using statistical languages/packages such as R or Python to build features, create models and explore datasets.
Experience presenting and describing complex datasets or statistical processes to audiences without a technical background.
The ability to learn and use skills that you already have to tackle new problems in a creative way.
NICE TO HAVE:
Evidence of presentations/publications demonstrating the ability to drive research projects from start to finish.
Experience with neural network frameworks such as Tensorflow/Torch.
Knowledge of Apache Spark and associated products.
Or some other unique skill that you can teach the team to help us level up our analytical capabilities!
ABOUT JAM CITY
Jam City is an award-winning mobile entertainment studio providing unique and deeply engaging games that appeal to a broad, global audience.

Led by CEO Chris DeWolfe, former MySpace co-founder and CEO, and COO Josh Yguado, former 20th Century Fox executive, Jam City is the creative powerhouse behind some of the highest-grossing and most enduring mobile games. Jam City’s global franchise Cookie Jam has generated more than half a billion dollars, and Panda Pop has more than 120 million downloads to date.

The company also is the go-to studio for Hollywood, having developed immersive, narrative-rich mobile games around iconic entertainment brands. The company’s popular RPG game Harry Potter: Hogwarts Mystery was the #1 game in more than 40 countries at its launch in April 2018.

Jam City has nine studios located in Los Angeles (HQ), Berlin, Buenos Aires, Bogotá, Burbank, Cedar Falls, San Diego, San Francisco, and Toronto.",4.0,"Jam City
4.0","Culver City, CA","Los Angeles, CA",501 to 1000 employees,2010,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
693,Data Scientist,"$60K-$99K
(Glassdoor Est.)","Job Description
Data Scientist
Irving TX
12 Months
Description

Responsible for developing strategies for effective data analysis and reporting. Selects, configures, and implements analytical solutions. Develops and implements data analytics, data collection systems, and other strategies that optimize statistical efficiency and quality. Identifies, analyzes, and interprets trends or patterns in complex data sets.
Manages computer systems in a business environment and responsible for resolving technical issues. Knowledgeable in programming, data structures, computer systems, and software engineering. Bachelor's or Master's degree in computer science, software engineering, or other related field. Ability to manage multiple assignments. Superior written and oral communication skills. 6-12+ years of experience.

Requirement:
Strong Background in Predictive Analytics, Machine Learning, Consulting Reporting and
Business Development
Worked on various modelling techniques like Linear Regression, Logistic Regression
(Binomial and Multi-Class), Robust Regression, DBSCAN, Text Analytics (NLP), 3
Dimensional Tensor Factorization, Time-Series Analysis, Clustering, Holt-Winter's
Forecasting Technique, Decision Tree Analysis, Boosted Decision Tree Analysis, CNN's like
Resnet, Inception etc.

- Python (including packages like SciKitLearn, numpy, pandas)

- SQL proficiency one or many (Postgres, Oracle, SQL Server, Teradata)

- Graph DB knowledge

- Programming Language(s): Experience in combinations of SAS, SQL, R, Python, Java

- OS/HW: Experience in Linux/Unix open systems, AWS and/or Windows environment
Has an overall experience of 6- 12 years and worked on wide array of domains such as
Telecom, Networking, Healthcare (Payer & Provider) , Pharmaceuticals and Supply Chain
Experience on data manipulation and various statistical techniques and tools such as SAS
Solid experience in writing SQL, stored procedures, query performance tuning preferably on Oracle 12c.",3.8,"YASMESOFT INC
3.8","Irving, TX","Irving, TX",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (CAD),-1
694,Data Scientist,-1,"Hello,
I hope you are doing great!!!
please let me know if you are comfortable with the below position. I would appreciate if you can refer someone for this position.
Role: Data Scientist

Location: Seattle WA (Locals Only)

Duration: Long Term
Job Description:

Responsibilities:
Be responsible for designing, building, and supporting components and its pipelines.
Work in a collaborative environment with other data engineers, data scientists, and software engineers to achieve important goals.
Description:
5-6 years of programming experience in SQL and any other programming language like Python OR Java OR C Sharp - Mandatory
Experience in building Data pipelines in Cloud (Preferably AWS) and Big Data environment - Mandatory
Worked on Data Lake, Distributed DB and No SQL databases - Mandatory
Thanks and Regards
Surya G
M: +1 832-957-7170
E: suresh.godavarthi@aalgorithm.com",4.4,"Adwait Algorithm
4.4","Seattle, WA","Houston, TX",51 to 200 employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
